1000,5439
2000,16848
3000,33870
4000,56577
5000,85575
6000,120605
7000,160790
8000,209547
9000,261682
10000,321958
11000,356850
12000,418209
13000,490231
14000,566320
15000,647672
16000,732761
17000,826300
18000,924119
19000,1026952
20000,1133849
21000,1247595
22000,1367353
23000,1490358
24000,1620915
25000,1754741
26000,1896546
27000,2057065
28000,2191811
29000,2357232
30000,2504076
31000,2691699
32000,2849770
33000,2946689
34000,3217960
35000,3399335
36000,3579368
37000,3792494
38000,3928307
39000,4201278
40000,4415215
41000,4619943
42000,4858318
43000,5093495
44000,5275998
45000,5561118
46000,5783557
47000,5924662
48000,6189803
49000,6550486
50000,6752545
51000,7019811
52000,7276785
53000,7998174
54000,8022866
55000,8275993
56000,8643768
57000,8865023
58000,9182764
59000,9412996
60000,9789367
61000,10106723
62000,10444597
63000,10906904
64000,11147626
65000,11410177
66000,11812140
67000,12132211
68000,12512542
69000,12863416
70000,13116697
71000,13373999
72000,13618856
73000,14197431
74000,14424903
75000,14788721
76000,15376093
77000,15527125
78000,16113708
79000,16465937
80000,16787644
81000,17169033
82000,17603081
83000,18170443
84000,18462678
85000,19067713
86000,19521939
87000,19827007
88000,20286828
89000,20860254
90000,21265761
91000,21734759
92000,22463450
93000,22773823
94000,23344403
95000,23735156
96000,24031910
97000,24490622
98000,25266900
99000,25709112
100000,26319533
