1000,1
2000,1
3000,0
4000,1
5000,0
6000,0
7000,0
8000,1
9000,1
10000,0
11000,1
12000,1
13000,1
14000,1
15000,1
16000,1
17000,1
18000,1
19000,1
20000,1
21000,1
22000,1
23000,1
24000,1
25000,1
26000,0
27000,1
28000,1
29000,1
30000,1
31000,0
32000,1
33000,0
34000,1
35000,1
36000,0
37000,1
38000,1
39000,1
40000,1
41000,1
42000,1
43000,1
44000,1
45000,1
46000,1
47000,0
48000,1
49000,0
50000,1
51000,1
52000,1
53000,1
54000,1
55000,1
56000,1
57000,1
58000,1
59000,1
60000,1
61000,1
62000,1
63000,1
64000,2
65000,2
66000,2
67000,1
68000,1
69000,1
70000,1
71000,1
72000,1
73000,2
74000,1
75000,1
76000,1
77000,1
78000,1
79000,1
80000,1
81000,1
82000,1
83000,2
84000,2
85000,1
86000,1
87000,1
88000,2
89000,1
90000,1
91000,1
92000,1
93000,1
94000,1
95000,1
96000,1
97000,1
98000,2
99000,1
100000,1
